year,period,periodName,value,seriesId
1989,M12,December,0.105,APUS49A72610
1989,M11,November,0.105,APUS49A72610
1989,M10,October,0.104,APUS49A72610
1989,M09,September,0.103,APUS49A72610
1989,M08,August,0.104,APUS49A72610
1989,M07,July,0.104,APUS49A72610
1989,M06,June,0.099,APUS49A72610
1989,M05,May,0.100,APUS49A72610
1989,M04,April,0.101,APUS49A72610
1989,M03,March,0.101,APUS49A72610
1989,M02,February,0.101,APUS49A72610
1989,M01,January,0.102,APUS49A72610
1988,M12,December,0.100,APUS49A72610
1988,M11,November,0.100,APUS49A72610
1988,M10,October,0.098,APUS49A72610
1988,M09,September,0.092,APUS49A72610
1988,M08,August,0.092,APUS49A72610
1988,M07,July,0.092,APUS49A72610
1988,M06,June,0.092,APUS49A72610
1988,M05,May,0.090,APUS49A72610
1988,M04,April,0.090,APUS49A72610
1988,M03,March,0.090,APUS49A72610
1988,M02,February,0.090,APUS49A72610
1988,M01,January,0.090,APUS49A72610
1987,M12,December,0.086,APUS49A72610
1987,M11,November,0.086,APUS49A72610
1987,M10,October,0.085,APUS49A72610
1987,M09,September,0.084,APUS49A72610
1987,M08,August,0.084,APUS49A72610
1987,M07,July,0.084,APUS49A72610
1987,M06,June,0.084,APUS49A72610
1987,M05,May,0.084,APUS49A72610
1987,M04,April,0.087,APUS49A72610
1987,M03,March,0.084,APUS49A72610
1987,M02,February,0.085,APUS49A72610
1987,M01,January,0.084,APUS49A72610
1986,M12,December,0.081,APUS49A72610
1986,M11,November,0.081,APUS49A72610
1986,M10,October,0.081,APUS49A72610
1986,M09,September,0.082,APUS49A72610
1986,M08,August,0.082,APUS49A72610
1986,M07,July,0.082,APUS49A72610
1986,M06,June,0.081,APUS49A72610
1986,M05,May,0.082,APUS49A72610
1986,M04,April,0.084,APUS49A72610
1986,M03,March,0.082,APUS49A72610
1986,M02,February,0.082,APUS49A72610
1986,M01,January,0.086,APUS49A72610
1985,M12,December,0.085,APUS49A72610
1985,M11,November,0.084,APUS49A72610
1985,M10,October,0.084,APUS49A72610
1985,M08,August,0.082,APUS49A72610
1985,M07,July,0.082,APUS49A72610
1985,M06,June,0.080,APUS49A72610
1985,M05,May,0.080,APUS49A72610
1985,M04,April,0.081,APUS49A72610
1985,M03,March,0.085,APUS49A72610
1985,M02,February,0.085,APUS49A72610
1985,M01,January,0.085,APUS49A72610
1984,M12,December,0.083,APUS49A72610
1984,M11,November,0.083,APUS49A72610
1984,M10,October,0.083,APUS49A72610
1984,M09,September,0.080,APUS49A72610
1984,M08,August,0.080,APUS49A72610
1984,M07,July,0.080,APUS49A72610
1984,M06,June,0.078,APUS49A72610
1984,M05,May,0.078,APUS49A72610
1984,M04,April,0.078,APUS49A72610
1984,M03,March,0.078,APUS49A72610
1984,M02,February,0.079,APUS49A72610
1984,M01,January,0.080,APUS49A72610
2003,M12,December,0.098,APUS35B72610
2003,M11,November,0.098,APUS35B72610
2003,M10,October,0.098,APUS35B72610
2003,M09,September,0.098,APUS35B72610
2003,M08,August,0.098,APUS35B72610
2003,M07,July,0.092,APUS35B72610
2003,M06,June,0.092,APUS35B72610
2003,M05,May,0.092,APUS35B72610
2003,M04,April,0.093,APUS35B72610
2003,M03,March,0.088,APUS35B72610
2003,M02,February,0.088,APUS35B72610
2003,M01,January,0.088,APUS35B72610
2002,M12,December,0.087,APUS35B72610
2002,M11,November,0.087,APUS35B72610
2002,M10,October,0.087,APUS35B72610
2002,M09,September,0.087,APUS35B72610
2002,M08,August,0.087,APUS35B72610
2002,M07,July,0.087,APUS35B72610
2002,M06,June,0.087,APUS35B72610
2002,M05,May,0.087,APUS35B72610
2002,M04,April,0.087,APUS35B72610
2002,M03,March,0.093,APUS35B72610
2002,M02,February,0.093,APUS35B72610
2002,M01,January,0.093,APUS35B72610
2001,M12,December,0.093,APUS35B72610
2001,M11,November,0.093,APUS35B72610
2001,M10,October,0.093,APUS35B72610
2001,M09,September,0.099,APUS35B72610
2001,M08,August,0.099,APUS35B72610
2001,M07,July,0.099,APUS35B72610
2001,M06,June,0.099,APUS35B72610
2001,M05,May,0.099,APUS35B72610
2001,M04,April,0.100,APUS35B72610
2001,M03,March,0.092,APUS35B72610
2001,M02,February,0.092,APUS35B72610
2001,M01,January,0.092,APUS35B72610
2000,M12,December,0.085,APUS35B72610
2000,M11,November,0.085,APUS35B72610
2000,M10,October,0.085,APUS35B72610
2000,M09,September,0.085,APUS35B72610
2000,M08,August,0.085,APUS35B72610
2000,M07,July,0.085,APUS35B72610
2000,M06,June,0.085,APUS35B72610
2000,M05,May,0.080,APUS35B72610
2000,M04,April,0.080,APUS35B72610
2000,M03,March,0.080,APUS35B72610
2000,M02,February,0.080,APUS35B72610
2000,M01,January,0.080,APUS35B72610
1999,M12,December,0.082,APUS35B72610
1999,M11,November,0.082,APUS35B72610
1999,M10,October,0.082,APUS35B72610
1999,M09,September,0.082,APUS35B72610
1999,M08,August,0.082,APUS35B72610
1999,M07,July,0.082,APUS35B72610
1999,M06,June,0.082,APUS35B72610
1999,M05,May,0.082,APUS35B72610
1999,M04,April,0.082,APUS35B72610
1999,M03,March,0.087,APUS35B72610
1999,M02,February,0.087,APUS35B72610
1999,M01,January,0.087,APUS35B72610
1998,M12,December,0.086,APUS35B72610
1998,M11,November,0.086,APUS35B72610
1998,M10,October,0.086,APUS35B72610
1998,M09,September,0.086,APUS35B72610
1998,M08,August,0.086,APUS35B72610
1998,M07,July,0.086,APUS35B72610
1998,M06,June,0.086,APUS35B72610
1998,M05,May,0.086,APUS35B72610
1998,M04,April,0.086,APUS35B72610
1998,M03,March,0.085,APUS35B72610
1998,M02,February,0.085,APUS35B72610
1998,M01,January,0.085,APUS35B72610
1997,M12,December,0.085,APUS35B72610
1997,M11,November,0.085,APUS35B72610
1997,M10,October,0.085,APUS35B72610
1997,M09,September,0.088,APUS35B72610
1997,M08,August,0.088,APUS35B72610
1997,M07,July,0.088,APUS35B72610
1997,M06,June,0.088,APUS35B72610
1997,M05,May,0.088,APUS35B72610
1997,M04,April,0.088,APUS35B72610
1997,M03,March,0.089,APUS35B72610
1997,M02,February,0.089,APUS35B72610
1997,M01,January,0.089,APUS35B72610
1996,M12,December,0.089,APUS35B72610
1996,M11,November,0.089,APUS35B72610
1996,M10,October,0.089,APUS35B72610
1996,M09,September,0.087,APUS35B72610
1996,M08,August,0.087,APUS35B72610
1996,M07,July,0.087,APUS35B72610
1996,M06,June,0.087,APUS35B72610
1996,M05,May,0.087,APUS35B72610
1996,M04,April,0.087,APUS35B72610
1996,M03,March,0.087,APUS35B72610
1996,M02,February,0.087,APUS35B72610
1996,M01,January,0.087,APUS35B72610
1995,M12,December,0.087,APUS35B72610
1995,M11,November,0.087,APUS35B72610
1995,M10,October,0.087,APUS35B72610
1995,M09,September,0.083,APUS35B72610
1995,M08,August,0.083,APUS35B72610
1995,M07,July,0.083,APUS35B72610
1995,M06,June,0.083,APUS35B72610
1995,M05,May,0.083,APUS35B72610
1995,M04,April,0.083,APUS35B72610
1995,M03,March,0.083,APUS35B72610
1995,M02,February,0.083,APUS35B72610
1995,M01,January,0.083,APUS35B72610
1994,M12,December,0.083,APUS35B72610
1994,M11,November,0.083,APUS35B72610
1994,M10,October,0.083,APUS35B72610
1994,M09,September,0.083,APUS35B72610
1994,M08,August,0.083,APUS35B72610
1994,M07,July,0.083,APUS35B72610
1994,M06,June,0.083,APUS35B72610
1994,M05,May,0.083,APUS35B72610
1994,M04,April,0.083,APUS35B72610
1994,M03,March,0.084,APUS35B72610
1994,M02,February,0.084,APUS35B72610
1994,M01,January,0.086,APUS35B72610
1993,M12,December,0.086,APUS35B72610
1993,M11,November,0.086,APUS35B72610
1993,M10,October,0.086,APUS35B72610
1993,M09,September,0.089,APUS35B72610
1993,M08,August,0.089,APUS35B72610
1993,M07,July,0.089,APUS35B72610
1993,M06,June,0.089,APUS35B72610
1993,M05,May,0.089,APUS35B72610
1993,M04,April,0.089,APUS35B72610
1993,M03,March,0.088,APUS35B72610
1993,M02,February,0.088,APUS35B72610
1993,M01,January,0.088,APUS35B72610
1992,M12,December,0.088,APUS35B72610
1992,M11,November,0.088,APUS35B72610
1992,M10,October,0.088,APUS35B72610
1992,M09,September,0.085,APUS35B72610
1992,M08,August,0.085,APUS35B72610
1992,M07,July,0.085,APUS35B72610
1992,M06,June,0.085,APUS35B72610
1992,M05,May,0.085,APUS35B72610
1992,M04,April,0.085,APUS35B72610
1992,M03,March,0.087,APUS35B72610
1992,M02,February,0.087,APUS35B72610
1992,M01,January,0.089,APUS35B72610
1991,M12,December,0.089,APUS35B72610
1991,M11,November,0.089,APUS35B72610
1991,M10,October,0.089,APUS35B72610
1991,M09,September,0.087,APUS35B72610
1991,M08,August,0.088,APUS35B72610
1991,M07,July,0.088,APUS35B72610
1991,M06,June,0.088,APUS35B72610
1991,M05,May,0.088,APUS35B72610
1991,M04,April,0.088,APUS35B72610
1991,M03,March,0.092,APUS35B72610
1991,M02,February,0.092,APUS35B72610
1991,M01,January,0.092,APUS35B72610
1990,M12,December,0.087,APUS35B72610
1990,M11,November,0.087,APUS35B72610
1990,M10,October,0.087,APUS35B72610
1990,M09,September,0.087,APUS35B72610
1990,M08,August,0.087,APUS35B72610
1990,M07,July,0.087,APUS35B72610
1990,M06,June,0.087,APUS35B72610
1990,M05,May,0.087,APUS35B72610
1990,M04,April,0.087,APUS35B72610
1990,M03,March,0.086,APUS35B72610
1990,M02,February,0.086,APUS35B72610
1990,M01,January,0.087,APUS35B72610
1989,M12,December,0.087,APUS35B72610
1989,M11,November,0.087,APUS35B72610
1989,M10,October,0.087,APUS35B72610
1989,M09,September,0.091,APUS35B72610
1989,M08,August,0.091,APUS35B72610
1989,M07,July,0.091,APUS35B72610
1989,M06,June,0.091,APUS35B72610
1989,M05,May,0.086,APUS35B72610
1989,M04,April,0.086,APUS35B72610
1989,M03,March,0.087,APUS35B72610
1989,M02,February,0.087,APUS35B72610
1989,M01,January,0.087,APUS35B72610
1988,M12,December,0.087,APUS35B72610
1988,M11,November,0.087,APUS35B72610
1988,M10,October,0.087,APUS35B72610
1988,M09,September,0.092,APUS35B72610
1988,M08,August,0.092,APUS35B72610
1988,M07,July,0.092,APUS35B72610
1988,M06,June,0.092,APUS35B72610
1988,M05,May,0.092,APUS35B72610
1988,M04,April,0.092,APUS35B72610
1988,M03,March,0.093,APUS35B72610
1988,M02,February,0.093,APUS35B72610
1988,M01,January,0.093,APUS35B72610
1987,M12,December,0.093,APUS35B72610
1987,M11,November,0.093,APUS35B72610
1987,M10,October,0.093,APUS35B72610
1987,M09,September,0.088,APUS35B72610
1987,M08,August,0.088,APUS35B72610
1987,M07,July,0.088,APUS35B72610
1987,M06,June,0.088,APUS35B72610
1987,M05,May,0.083,APUS35B72610
1987,M04,April,0.083,APUS35B72610
1987,M03,March,0.087,APUS35B72610
1987,M02,February,0.087,APUS35B72610
1987,M01,January,0.087,APUS35B72610
1986,M12,December,0.087,APUS35B72610
1986,M11,November,0.087,APUS35B72610
1986,M10,October,0.087,APUS35B72610
1986,M09,September,0.085,APUS35B72610
1986,M08,August,0.085,APUS35B72610
1986,M07,July,0.085,APUS35B72610
1986,M06,June,0.085,APUS35B72610
1986,M05,May,0.090,APUS35B72610
1986,M04,April,0.090,APUS35B72610
1986,M03,March,0.096,APUS35B72610
1986,M02,February,0.096,APUS35B72610
1986,M01,January,0.095,APUS35B72610
1985,M12,December,0.096,APUS35B72610
1985,M11,November,0.096,APUS35B72610
1985,M10,October,0.096,APUS35B72610
1985,M08,August,0.097,APUS35B72610
1985,M07,July,0.097,APUS35B72610
1985,M06,June,0.097,APUS35B72610
1985,M05,May,0.097,APUS35B72610
1985,M04,April,0.097,APUS35B72610
1985,M03,March,0.095,APUS35B72610
1985,M02,February,0.095,APUS35B72610
1985,M01,January,0.092,APUS35B72610
1984,M12,December,0.092,APUS35B72610
1984,M11,November,0.092,APUS35B72610
1984,M10,October,0.092,APUS35B72610
1984,M09,September,0.098,APUS35B72610
1984,M08,August,0.098,APUS35B72610
1984,M07,July,0.095,APUS35B72610
1984,M06,June,0.095,APUS35B72610
1984,M05,May,0.092,APUS35B72610
1984,M04,April,0.092,APUS35B72610
1984,M03,March,0.085,APUS35B72610
1984,M02,February,0.085,APUS35B72610
1984,M01,January,0.085,APUS35B72610
1986,M12,December,0.062,APUS24A72610
1986,M11,November,0.061,APUS24A72610
1986,M10,October,0.064,APUS24A72610
1986,M09,September,0.074,APUS24A72610
1986,M08,August,0.074,APUS24A72610
1986,M07,July,0.073,APUS24A72610
1986,M06,June,0.073,APUS24A72610
1986,M05,May,0.068,APUS24A72610
1986,M04,April,0.066,APUS24A72610
1986,M03,March,0.066,APUS24A72610
1986,M02,February,0.066,APUS24A72610
1986,M01,January,0.070,APUS24A72610
1985,M12,December,0.069,APUS24A72610
1985,M11,November,0.068,APUS24A72610
1985,M10,October,0.068,APUS24A72610
1985,M08,August,0.068,APUS24A72610
1985,M07,July,0.068,APUS24A72610
1985,M06,June,0.068,APUS24A72610
1985,M05,May,0.063,APUS24A72610
1985,M04,April,0.065,APUS24A72610
1985,M03,March,0.065,APUS24A72610
1985,M02,February,0.066,APUS24A72610
1985,M01,January,0.066,APUS24A72610
1984,M12,December,0.065,APUS24A72610
1984,M11,November,0.058,APUS24A72610
1984,M10,October,0.067,APUS24A72610
1984,M09,September,0.071,APUS24A72610
1984,M08,August,0.070,APUS24A72610
1984,M07,July,0.070,APUS24A72610
1984,M06,June,0.070,APUS24A72610
1984,M05,May,0.065,APUS24A72610
1984,M04,April,0.063,APUS24A72610
1984,M03,March,0.065,APUS24A72610
1984,M02,February,0.065,APUS24A72610
1984,M01,January,0.063,APUS24A72610
1983,M12,December,0.144,APUS12A72610
1983,M11,November,0.148,APUS12A72610
1983,M10,October,0.148,APUS12A72610
1983,M09,September,0.148,APUS12A72610
1983,M08,August,0.148,APUS12A72610
1983,M07,July,0.146,APUS12A72610
1983,M06,June,0.143,APUS12A72610
1983,M05,May,0.140,APUS12A72610
1983,M04,April,0.140,APUS12A72610
1983,M03,March,0.143,APUS12A72610
1983,M02,February,0.138,APUS12A72610
1983,M01,January,0.140,APUS12A72610
1982,M12,December,0.140,APUS12A72610
1982,M11,November,0.140,APUS12A72610
1982,M10,October,0.145,APUS12A72610
1982,M09,September,0.147,APUS12A72610
1982,M08,August,0.146,APUS12A72610
1982,M07,July,0.144,APUS12A72610
1982,M06,June,0.146,APUS12A72610
1982,M05,May,0.137,APUS12A72610
1982,M04,April,0.137,APUS12A72610
1982,M03,March,0.134,APUS12A72610
1982,M02,February,0.130,APUS12A72610
1982,M01,January,0.135,APUS12A72610
1981,M12,December,0.137,APUS12A72610
1981,M11,November,0.135,APUS12A72610
1981,M10,October,0.141,APUS12A72610
1981,M09,September,0.145,APUS12A72610
1981,M08,August,0.145,APUS12A72610
1981,M07,July,0.142,APUS12A72610
1981,M06,June,0.145,APUS12A72610
1981,M05,May,0.133,APUS12A72610
1981,M04,April,0.136,APUS12A72610
1981,M03,March,0.129,APUS12A72610
1981,M02,February,0.126,APUS12A72610
1981,M01,January,0.123,APUS12A72610
1980,M12,December,0.121,APUS12A72610
1980,M11,November,0.114,APUS12A72610
1980,M10,October,0.118,APUS12A72610
1980,M09,September,0.122,APUS12A72610
1980,M08,August,0.121,APUS12A72610
1980,M07,July,0.121,APUS12A72610
1980,M06,June,0.117,APUS12A72610
1980,M05,May,0.107,APUS12A72610
1980,M04,April,0.105,APUS12A72610
1980,M03,March,0.107,APUS12A72610
1980,M02,February,0.107,APUS12A72610
1980,M01,January,0.104,APUS12A72610
1979,M12,December,0.101,APUS12A72610
1979,M11,November,0.100,APUS12A72610
1979,M10,October,0.109,APUS12A72610
1979,M09,September,0.109,APUS12A72610
1979,M08,August,0.108,APUS12A72610
1979,M07,July,0.106,APUS12A72610
1979,M06,June,0.103,APUS12A72610
1979,M05,May,0.095,APUS12A72610
1979,M04,April,0.091,APUS12A72610
1979,M03,March,0.089,APUS12A72610
1979,M02,February,0.089,APUS12A72610
1979,M01,January,0.088,APUS12A72610
1978,M12,December,0.090,APUS12A72610
1978,M11,November,0.089,APUS12A72610
1983,M12,December,0.078,APUA42172610
1983,M11,November,0.078,APUA42172610
1983,M10,October,0.077,APUA42172610
1983,M09,September,0.075,APUA42172610
1983,M08,August,0.077,APUA42172610
1983,M07,July,0.076,APUA42172610
1983,M06,June,0.076,APUA42172610
1983,M05,May,0.077,APUA42172610
1983,M04,April,0.077,APUA42172610
1983,M03,March,0.077,APUA42172610
1983,M02,February,0.078,APUA42172610
1983,M01,January,0.078,APUA42172610
1982,M12,December,0.076,APUA42172610
1982,M11,November,0.076,APUA42172610
1982,M10,October,0.075,APUA42172610
1982,M09,September,0.074,APUA42172610
1982,M08,August,0.074,APUA42172610
1982,M07,July,0.074,APUA42172610
1982,M06,June,0.075,APUA42172610
1982,M05,May,0.075,APUA42172610
1982,M04,April,0.086,APUA42172610
1982,M03,March,0.087,APUA42172610
1982,M02,February,0.087,APUA42172610
1982,M01,January,0.087,APUA42172610
1981,M12,December,0.076,APUA42172610
1981,M11,November,0.075,APUA42172610
1981,M10,October,0.071,APUA42172610
1981,M09,September,0.071,APUA42172610
1981,M08,August,0.072,APUA42172610
1981,M07,July,0.073,APUA42172610
1981,M06,June,0.073,APUA42172610
1981,M05,May,0.073,APUA42172610
1981,M04,April,0.073,APUA42172610
1981,M03,March,0.072,APUA42172610
1981,M02,February,0.072,APUA42172610
1981,M01,January,0.073,APUA42172610
1980,M12,December,0.071,APUA42172610
1980,M11,November,0.070,APUA42172610
1980,M10,October,0.070,APUA42172610
1980,M09,September,0.073,APUA42172610
1980,M08,August,0.073,APUA42172610
1980,M07,July,0.074,APUA42172610
1980,M06,June,0.075,APUA42172610
1980,M05,May,0.067,APUA42172610
1980,M04,April,0.066,APUA42172610
1980,M03,March,0.065,APUA42172610
1980,M02,February,0.064,APUA42172610
1980,M01,January,0.059,APUA42172610
1979,M12,December,0.058,APUA42172610
1979,M11,November,0.058,APUA42172610
1979,M10,October,0.052,APUA42172610
1979,M09,September,0.052,APUA42172610
1979,M08,August,0.052,APUA42172610
1979,M07,July,0.052,APUA42172610
1979,M06,June,0.052,APUA42172610
1979,M05,May,0.052,APUA42172610
1979,M04,April,0.052,APUA42172610
1979,M03,March,0.052,APUA42172610
1979,M02,February,0.052,APUA42172610
1979,M01,January,0.052,APUA42172610
1978,M12,December,0.051,APUA42172610
1978,M11,November,0.049,APUA42172610
1983,M12,December,0.092,APUS23A72610
1983,M11,November,0.092,APUS23A72610
1983,M10,October,0.092,APUS23A72610
1983,M09,September,0.113,APUS23A72610
1983,M08,August,0.113,APUS23A72610
1983,M07,July,0.113,APUS23A72610
1983,M06,June,0.112,APUS23A72610
1983,M05,May,0.089,APUS23A72610
1983,M04,April,0.088,APUS23A72610
1983,M03,March,0.089,APUS23A72610
1983,M02,February,0.090,APUS23A72610
1983,M01,January,0.087,APUS23A72610
1982,M12,December,0.087,APUS23A72610
1982,M11,November,0.079,APUS23A72610
1982,M10,October,0.081,APUS23A72610
1982,M09,September,0.099,APUS23A72610
1982,M08,August,0.099,APUS23A72610
1982,M07,July,0.101,APUS23A72610
1982,M06,June,0.102,APUS23A72610
1982,M05,May,0.087,APUS23A72610
1982,M04,April,0.081,APUS23A72610
1982,M03,March,0.081,APUS23A72610
1982,M02,February,0.079,APUS23A72610
1982,M01,January,0.077,APUS23A72610
1981,M12,December,0.076,APUS23A72610
1981,M11,November,0.076,APUS23A72610
1981,M10,October,0.076,APUS23A72610
1981,M09,September,0.089,APUS23A72610
1981,M08,August,0.088,APUS23A72610
1981,M07,July,0.088,APUS23A72610
1981,M06,June,0.082,APUS23A72610
1981,M05,May,0.071,APUS23A72610
1981,M04,April,0.072,APUS23A72610
1981,M03,March,0.072,APUS23A72610
1981,M02,February,0.071,APUS23A72610
1981,M01,January,0.069,APUS23A72610
1980,M12,December,0.070,APUS23A72610
1980,M11,November,0.066,APUS23A72610
1980,M10,October,0.067,APUS23A72610
1980,M09,September,0.078,APUS23A72610
1980,M08,August,0.075,APUS23A72610
1980,M07,July,0.074,APUS23A72610
1980,M06,June,0.074,APUS23A72610
1980,M05,May,0.063,APUS23A72610
1980,M04,April,0.064,APUS23A72610
1980,M03,March,0.064,APUS23A72610
1980,M02,February,0.064,APUS23A72610
1980,M01,January,0.055,APUS23A72610
1979,M12,December,0.054,APUS23A72610
1979,M11,November,0.053,APUS23A72610
1979,M10,October,0.053,APUS23A72610
1979,M09,September,0.061,APUS23A72610
1979,M08,August,0.061,APUS23A72610
1979,M07,July,0.062,APUS23A72610
1979,M06,June,0.063,APUS23A72610
1979,M05,May,0.053,APUS23A72610
1979,M04,April,0.052,APUS23A72610
1979,M03,March,0.054,APUS23A72610
1979,M02,February,0.053,APUS23A72610
1979,M01,January,0.053,APUS23A72610
1978,M12,December,0.053,APUS23A72610
1978,M11,November,0.051,APUS23A72610
1983,M12,December,0.074,APUS37B72610
1983,M11,November,0.074,APUS37B72610
1983,M10,October,0.089,APUS37B72610
1983,M09,September,0.088,APUS37B72610
1983,M08,August,0.089,APUS37B72610
1983,M07,July,0.088,APUS37B72610
1983,M06,June,0.092,APUS37B72610
1983,M05,May,0.092,APUS37B72610
1983,M04,April,0.076,APUS37B72610
1983,M03,March,0.073,APUS37B72610
1983,M02,February,0.069,APUS37B72610
1983,M01,January,0.066,APUS37B72610
1982,M12,December,0.076,APUS37B72610
1982,M11,November,0.077,APUS37B72610
1982,M10,October,0.082,APUS37B72610
1982,M09,September,0.084,APUS37B72610
1982,M08,August,0.084,APUS37B72610
1982,M07,July,0.084,APUS37B72610
1982,M06,June,0.080,APUS37B72610
1982,M05,May,0.083,APUS37B72610
1982,M04,April,0.072,APUS37B72610
1982,M03,March,0.071,APUS37B72610
1982,M02,February,0.059,APUS37B72610
1982,M01,January,0.062,APUS37B72610
1981,M12,December,0.060,APUS37B72610
1981,M11,November,0.063,APUS37B72610
1981,M10,October,0.066,APUS37B72610
1981,M09,September,0.066,APUS37B72610
1981,M08,August,0.068,APUS37B72610
1981,M07,July,0.072,APUS37B72610
1981,M06,June,0.069,APUS37B72610
1981,M05,May,0.069,APUS37B72610
1981,M04,April,0.056,APUS37B72610
1981,M03,March,0.054,APUS37B72610
1981,M02,February,0.049,APUS37B72610
1981,M01,January,0.047,APUS37B72610
1980,M12,December,0.048,APUS37B72610
1980,M11,November,0.046,APUS37B72610
1980,M10,October,0.055,APUS37B72610
1980,M09,September,0.054,APUS37B72610
1980,M08,August,0.056,APUS37B72610
1980,M07,July,0.055,APUS37B72610
1980,M06,June,0.055,APUS37B72610
1980,M05,May,0.048,APUS37B72610
1980,M04,April,0.043,APUS37B72610
1980,M03,March,0.045,APUS37B72610
1980,M02,February,0.041,APUS37B72610
1980,M01,January,0.045,APUS37B72610
1979,M12,December,0.041,APUS37B72610
1979,M11,November,0.038,APUS37B72610
1979,M10,October,0.042,APUS37B72610
1979,M09,September,0.043,APUS37B72610
1979,M08,August,0.044,APUS37B72610
1979,M07,July,0.045,APUS37B72610
1979,M06,June,0.043,APUS37B72610
1979,M05,May,0.038,APUS37B72610
1979,M04,April,0.038,APUS37B72610
1979,M03,March,0.038,APUS37B72610
1979,M02,February,0.036,APUS37B72610
1979,M01,January,0.035,APUS37B72610
1978,M12,December,0.034,APUS37B72610
1978,M11,November,0.032,APUS37B72610
1983,M12,December,0.080,APUS12B72610
1983,M11,November,0.074,APUS12B72610
1983,M10,October,0.075,APUS12B72610
1983,M09,September,0.079,APUS12B72610
1983,M08,August,0.079,APUS12B72610
1983,M07,July,0.079,APUS12B72610
1983,M06,June,0.079,APUS12B72610
1983,M05,May,0.074,APUS12B72610
1983,M04,April,0.074,APUS12B72610
1983,M03,March,0.078,APUS12B72610
1983,M02,February,0.078,APUS12B72610
1983,M01,January,0.078,APUS12B72610
1982,M12,December,0.078,APUS12B72610
1982,M11,November,0.078,APUS12B72610
1982,M10,October,0.080,APUS12B72610
1982,M09,September,0.083,APUS12B72610
1982,M08,August,0.085,APUS12B72610
1982,M07,July,0.085,APUS12B72610
1982,M06,June,0.085,APUS12B72610
1982,M05,May,0.075,APUS12B72610
1982,M04,April,0.079,APUS12B72610
1982,M03,March,0.079,APUS12B72610
1982,M02,February,0.076,APUS12B72610
1982,M01,January,0.077,APUS12B72610
1981,M12,December,0.077,APUS12B72610
1981,M11,November,0.077,APUS12B72610
1981,M10,October,0.077,APUS12B72610
1981,M09,September,0.081,APUS12B72610
1981,M08,August,0.081,APUS12B72610
1981,M07,July,0.080,APUS12B72610
1981,M06,June,0.080,APUS12B72610
1981,M05,May,0.076,APUS12B72610
1981,M04,April,0.070,APUS12B72610
1981,M03,March,0.070,APUS12B72610
1981,M02,February,0.070,APUS12B72610
1981,M01,January,0.070,APUS12B72610
1980,M12,December,0.069,APUS12B72610
1980,M11,November,0.069,APUS12B72610
1980,M10,October,0.070,APUS12B72610
1980,M09,September,0.073,APUS12B72610
1980,M08,August,0.073,APUS12B72610
1980,M07,July,0.073,APUS12B72610
1980,M06,June,0.070,APUS12B72610
1980,M05,May,0.066,APUS12B72610
1980,M04,April,0.062,APUS12B72610
1980,M03,March,0.062,APUS12B72610
1980,M02,February,0.062,APUS12B72610
1980,M01,January,0.062,APUS12B72610
1979,M12,December,0.060,APUS12B72610
1979,M11,November,0.057,APUS12B72610
1979,M10,October,0.055,APUS12B72610
1979,M09,September,0.056,APUS12B72610
1979,M08,August,0.053,APUS12B72610
1979,M07,July,0.052,APUS12B72610
1979,M06,June,0.050,APUS12B72610
1979,M05,May,0.048,APUS12B72610
1979,M04,April,0.049,APUS12B72610
1979,M03,March,0.048,APUS12B72610
1979,M02,February,0.046,APUS12B72610
1979,M01,January,0.046,APUS12B72610
1978,M12,December,0.046,APUS12B72610
1978,M11,November,0.046,APUS12B72610
1983,M12,December,0.125,APUS49E72610
1983,M11,November,0.125,APUS49E72610
1983,M10,October,0.125,APUS49E72610
1983,M09,September,0.125,APUS49E72610
1983,M08,August,0.124,APUS49E72610
1983,M07,July,0.124,APUS49E72610
1983,M06,June,0.128,APUS49E72610
1983,M05,May,0.128,APUS49E72610
1983,M04,April,0.128,APUS49E72610
1983,M03,March,0.128,APUS49E72610
1983,M02,February,0.128,APUS49E72610
1983,M01,January,0.128,APUS49E72610
1982,M12,December,0.116,APUS49E72610
1982,M11,November,0.116,APUS49E72610
1982,M10,October,0.116,APUS49E72610
1982,M09,September,0.116,APUS49E72610
1982,M08,August,0.116,APUS49E72610
1982,M07,July,0.116,APUS49E72610
1982,M06,June,0.116,APUS49E72610
1982,M05,May,0.116,APUS49E72610
1982,M04,April,0.116,APUS49E72610
1982,M03,March,0.116,APUS49E72610
1982,M02,February,0.116,APUS49E72610
1982,M01,January,0.116,APUS49E72610
1981,M12,December,0.097,APUS49E72610
1981,M11,November,0.097,APUS49E72610
1981,M10,October,0.097,APUS49E72610
1981,M09,September,0.097,APUS49E72610
1981,M08,August,0.097,APUS49E72610
1981,M07,July,0.099,APUS49E72610
1981,M06,June,0.099,APUS49E72610
1981,M05,May,0.099,APUS49E72610
1981,M04,April,0.105,APUS49E72610
1981,M03,March,0.105,APUS49E72610
1981,M02,February,0.105,APUS49E72610
1981,M01,January,0.105,APUS49E72610
1980,M12,December,0.099,APUS49E72610
1980,M11,November,0.099,APUS49E72610
1980,M10,October,0.099,APUS49E72610
1980,M09,September,0.099,APUS49E72610
1980,M08,August,0.099,APUS49E72610
1980,M07,July,0.098,APUS49E72610
1980,M06,June,0.078,APUS49E72610
1980,M05,May,0.078,APUS49E72610
1980,M04,April,0.064,APUS49E72610
1980,M03,March,0.064,APUS49E72610
1980,M02,February,0.064,APUS49E72610
