city,state,region,start,end,seriesId,MetroArea,city_state,geoloc,Latitude,Longitude,year,period,periodName,value,periodNum,date
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1979,M06,June,0.053,06,197906
Minneapolis,MN,MW,1978,2023,APUS24A72610,"Minneapolis-St.Paul-Bloomington, MN-WI","Minneapolis, MN","(44.9772995, -93.2654692)",44.9772995,-93.2654692,1979,M06,June,0.049,06,197906
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1979,M06,June,0.103,06,197906
Seattle,WA,WE,1978,2023,APUS49D72610,Seattle-Tacoma-Bellevue WA,"Seattle, WA","(47.6038321, -122.330062)",47.6038321,-122.330062,1979,M06,June,0.015,06,197906
Atlanta,GA,SE,1978,2023,APUS35C72610,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA","(33.7489924, -84.3902644)",33.7489924,-84.3902644,1979,M06,June,0.047,06,197906
Denver,CO,WE,1978,2023,APUS48B72610,"Denver-Aurora-Lakewood, CO","Denver, CO","(39.7392364, -104.984862)",39.7392364,-104.984862,1979,M06,June,0.04,06,197906
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1979,M06,June,0.05,06,197906
Kansas City,MO,MW,1978,1986,APUA21472610,"Kansas City, MO-KS","Kansas City, MO","(39.100105, -94.5781416)",39.100105,-94.5781416,1979,M06,June,0.058,06,197906
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1979,M06,June,0.039,06,197906
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1979,M06,June,0.058,06,197906
Milwaukee,WI,MW,1978,1986,APUA21272610,"Milwaukee-Racine, WI","Milwaukee, WI","(43.0349931, -87.922497)",43.0349931,-87.922497,1979,M06,June,0.038,06,197906
Portland,OR,WE,1978,1986,APUA42572610,"Portland-Salem, OR-WA","Portland, OR","(45.5202471, -122.674194)",45.5202471,-122.674194,1979,M06,June,0.027,06,197906
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1979,M06,June,0.052,06,197906
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1979,M06,June,0.052,06,197906
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1979,M06,June,0.063,06,197906
San Diego,CA,WE,1978,2023,APUS49E72610,"San Diego-Carlsbad, CA","San Diego, CA","(32.7174202, -117.1627728)",32.7174202,-117.1627728,1979,M06,June,0.059,06,197906
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1979,M06,June,0.055,06,197906
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1979,M06,June,0.046,06,197906
Kansas City,MO,MW,1978,1986,APUA21472610,"Kansas City, MO-KS","Kansas City, MO","(39.100105, -94.5781416)",39.100105,-94.5781416,1979,M07,July,0.058,07,197907
Denver,CO,WE,1978,2023,APUS48B72610,"Denver-Aurora-Lakewood, CO","Denver, CO","(39.7392364, -104.984862)",39.7392364,-104.984862,1979,M07,July,0.04,07,197907
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1979,M07,July,0.052,07,197907
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1979,M07,July,0.045,07,197907
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1979,M07,July,0.052,07,197907
Atlanta,GA,SE,1978,2023,APUS35C72610,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA","(33.7489924, -84.3902644)",33.7489924,-84.3902644,1979,M07,July,0.045,07,197907
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1979,M07,July,0.039,07,197907
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1979,M07,July,0.061,07,197907
Minneapolis,MN,MW,1978,2023,APUS24A72610,"Minneapolis-St.Paul-Bloomington, MN-WI","Minneapolis, MN","(44.9772995, -93.2654692)",44.9772995,-93.2654692,1979,M07,July,0.049,07,197907
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1979,M07,July,0.045,07,197907
Milwaukee,WI,MW,1978,1986,APUA21272610,"Milwaukee-Racine, WI","Milwaukee, WI","(43.0349931, -87.922497)",43.0349931,-87.922497,1979,M07,July,0.043,07,197907
Portland,OR,WE,1978,1986,APUA42572610,"Portland-Salem, OR-WA","Portland, OR","(45.5202471, -122.674194)",45.5202471,-122.674194,1979,M07,July,0.027,07,197907
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1979,M07,July,0.059,07,197907
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1979,M07,July,0.106,07,197907
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1979,M07,July,0.052,07,197907
San Diego,CA,WE,1978,2023,APUS49E72610,"San Diego-Carlsbad, CA","San Diego, CA","(32.7174202, -117.1627728)",32.7174202,-117.1627728,1979,M07,July,0.059,07,197907
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1979,M07,July,0.053,07,197907
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1979,M07,July,0.062,07,197907
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1979,M07,July,0.056,07,197907
Seattle,WA,WE,1978,2023,APUS49D72610,Seattle-Tacoma-Bellevue WA,"Seattle, WA","(47.6038321, -122.330062)",47.6038321,-122.330062,1979,M07,July,0.015,07,197907
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1979,M08,August,0.053,08,197908
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1979,M08,August,0.061,08,197908
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1979,M08,August,0.052,08,197908
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1979,M08,August,0.06,08,197908
Milwaukee,WI,MW,1978,1986,APUA21272610,"Milwaukee-Racine, WI","Milwaukee, WI","(43.0349931, -87.922497)",43.0349931,-87.922497,1979,M08,August,0.05,08,197908
Seattle,WA,WE,1978,2023,APUS49D72610,Seattle-Tacoma-Bellevue WA,"Seattle, WA","(47.6038321, -122.330062)",47.6038321,-122.330062,1979,M08,August,0.015,08,197908
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1979,M08,August,0.108,08,197908
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1979,M08,August,0.039,08,197908
Kansas City,MO,MW,1978,1986,APUA21472610,"Kansas City, MO-KS","Kansas City, MO","(39.100105, -94.5781416)",39.100105,-94.5781416,1979,M08,August,0.06,08,197908
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1979,M08,August,0.055,08,197908
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1979,M08,August,0.056,08,197908
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1979,M08,August,0.045,08,197908
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1979,M08,August,0.059,08,197908
San Diego,CA,WE,1978,2023,APUS49E72610,"San Diego-Carlsbad, CA","San Diego, CA","(32.7174202, -117.1627728)",32.7174202,-117.1627728,1979,M08,August,0.059,08,197908
Minneapolis,MN,MW,1978,2023,APUS24A72610,"Minneapolis-St.Paul-Bloomington, MN-WI","Minneapolis, MN","(44.9772995, -93.2654692)",44.9772995,-93.2654692,1979,M08,August,0.049,08,197908
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1979,M08,August,0.052,08,197908
Denver,CO,WE,1978,2023,APUS48B72610,"Denver-Aurora-Lakewood, CO","Denver, CO","(39.7392364, -104.984862)",39.7392364,-104.984862,1979,M08,August,0.042,08,197908
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1979,M08,August,0.044,08,197908
Atlanta,GA,SE,1978,2023,APUS35C72610,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA","(33.7489924, -84.3902644)",33.7489924,-84.3902644,1979,M08,August,0.045,08,197908
Portland,OR,WE,1978,1986,APUA42572610,"Portland-Salem, OR-WA","Portland, OR","(45.5202471, -122.674194)",45.5202471,-122.674194,1979,M08,August,0.026,08,197908
Milwaukee,WI,MW,1978,1986,APUA21272610,"Milwaukee-Racine, WI","Milwaukee, WI","(43.0349931, -87.922497)",43.0349931,-87.922497,1979,M09,September,0.048,09,197909
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1979,M09,September,0.052,09,197909
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1979,M09,September,0.052,09,197909
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1979,M09,September,0.061,09,197909
Kansas City,MO,MW,1978,1986,APUA21472610,"Kansas City, MO-KS","Kansas City, MO","(39.100105, -94.5781416)",39.100105,-94.5781416,1979,M09,September,0.061,09,197909
Minneapolis,MN,MW,1978,2023,APUS24A72610,"Minneapolis-St.Paul-Bloomington, MN-WI","Minneapolis, MN","(44.9772995, -93.2654692)",44.9772995,-93.2654692,1979,M09,September,0.05,09,197909
San Diego,CA,WE,1978,2023,APUS49E72610,"San Diego-Carlsbad, CA","San Diego, CA","(32.7174202, -117.1627728)",32.7174202,-117.1627728,1979,M09,September,0.059,09,197909
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1979,M09,September,0.043,09,197909
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1979,M09,September,0.058,09,197909
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1979,M09,September,0.109,09,197909
Seattle,WA,WE,1978,2023,APUS49D72610,Seattle-Tacoma-Bellevue WA,"Seattle, WA","(47.6038321, -122.330062)",47.6038321,-122.330062,1979,M09,September,0.015,09,197909
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1979,M09,September,0.063,09,197909
Portland,OR,WE,1978,1986,APUA42572610,"Portland-Salem, OR-WA","Portland, OR","(45.5202471, -122.674194)",45.5202471,-122.674194,1979,M09,September,0.026,09,197909
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1979,M09,September,0.057,09,197909
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1979,M09,September,0.052,09,197909
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1979,M09,September,0.039,09,197909
Denver,CO,WE,1978,2023,APUS48B72610,"Denver-Aurora-Lakewood, CO","Denver, CO","(39.7392364, -104.984862)",39.7392364,-104.984862,1979,M09,September,0.044,09,197909
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1979,M09,September,0.043,09,197909
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1979,M09,September,0.056,09,197909
Atlanta,GA,SE,1978,2023,APUS35C72610,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA","(33.7489924, -84.3902644)",33.7489924,-84.3902644,1979,M09,September,0.049,09,197909
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1979,M10,October,0.042,10,197910
San Diego,CA,WE,1978,2023,APUS49E72610,"San Diego-Carlsbad, CA","San Diego, CA","(32.7174202, -117.1627728)",32.7174202,-117.1627728,1979,M10,October,0.059,10,197910
Denver,CO,WE,1978,2023,APUS48B72610,"Denver-Aurora-Lakewood, CO","Denver, CO","(39.7392364, -104.984862)",39.7392364,-104.984862,1979,M10,October,0.043,10,197910
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1979,M10,October,0.054,10,197910
Minneapolis,MN,MW,1978,2023,APUS24A72610,"Minneapolis-St.Paul-Bloomington, MN-WI","Minneapolis, MN","(44.9772995, -93.2654692)",44.9772995,-93.2654692,1979,M10,October,0.046,10,197910
Atlanta,GA,SE,1978,2023,APUS35C72610,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA","(33.7489924, -84.3902644)",33.7489924,-84.3902644,1979,M10,October,0.043,10,197910
Seattle,WA,WE,1978,2023,APUS49D72610,Seattle-Tacoma-Bellevue WA,"Seattle, WA","(47.6038321, -122.330062)",47.6038321,-122.330062,1979,M10,October,0.015,10,197910
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1979,M10,October,0.052,10,197910
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1979,M10,October,0.052,10,197910
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1979,M10,October,0.045,10,197910
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1979,M10,October,0.063,10,197910
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1979,M10,October,0.061,10,197910
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1979,M10,October,0.042,10,197910
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1979,M10,October,0.109,10,197910
Portland,OR,WE,1978,1986,APUA42572610,"Portland-Salem, OR-WA","Portland, OR","(45.5202471, -122.674194)",45.5202471,-122.674194,1979,M10,October,0.026,10,197910
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1979,M10,October,0.055,10,197910
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1979,M10,October,0.053,10,197910
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1979,M10,October,0.056,10,197910
Milwaukee,WI,MW,1978,1986,APUA21272610,"Milwaukee-Racine, WI","Milwaukee, WI","(43.0349931, -87.922497)",43.0349931,-87.922497,1979,M10,October,0.047,10,197910
Kansas City,MO,MW,1978,1986,APUA21472610,"Kansas City, MO-KS","Kansas City, MO","(39.100105, -94.5781416)",39.100105,-94.5781416,1979,M10,October,0.049,10,197910
Minneapolis,MN,MW,1978,2023,APUS24A72610,"Minneapolis-St.Paul-Bloomington, MN-WI","Minneapolis, MN","(44.9772995, -93.2654692)",44.9772995,-93.2654692,1979,M11,November,0.045,11,197911
San Diego,CA,WE,1978,2023,APUS49E72610,"San Diego-Carlsbad, CA","San Diego, CA","(32.7174202, -117.1627728)",32.7174202,-117.1627728,1979,M11,November,0.059,11,197911
Chicago,IL,MW,1978,2023,APUS23A72610,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago, IL","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1979,M11,November,0.053,11,197911
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1979,M11,November,0.038,11,197911
New York City,NY,NE,1978,2023,APUS12A72610,"New York-Newark-Jersey City, NY-NJ-PA","New York City, NY","(40.7127281, -74.0060152)",40.7127281,-74.0060152,1979,M11,November,0.1,11,197911
Seattle,WA,WE,1978,2023,APUS49D72610,Seattle-Tacoma-Bellevue WA,"Seattle, WA","(47.6038321, -122.330062)",47.6038321,-122.330062,1979,M11,November,0.015,11,197911
Philadelphia,PA,NE,1978,2023,APUS12B72610,"	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1979,M11,November,0.057,11,197911
Los Angeles,CA,WE,1978,2017,APUA42172610,"Los Angeles-Riverside-Orange County, CA","Los Angeles, CA","(34.0536909, -118.242766)",34.0536909,-118.242766,1979,M11,November,0.058,11,197911
Milwaukee,WI,MW,1978,1986,APUA21272610,"Milwaukee-Racine, WI","Milwaukee, WI","(43.0349931, -87.922497)",43.0349931,-87.922497,1979,M11,November,0.039,11,197911
Detroit,MI,MW,1978,2023,APUS23B72610,"Detroit-Warren-Dearborn, MI","Detroit, MI","(42.3315509, -83.0466403)",42.3315509,-83.0466403,1979,M11,November,0.054,11,197911
Washington,DC,SE,1978,1997,APUA31572610,"Washington, DC-MD-VA","Washington, DC","(38.8950368, -77.0365427)",38.8950368,-77.0365427,1979,M11,November,0.052,11,197911
Miami,FL,SE,1978,2023,APUS35B72610,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami, FL","(25.7741728, -80.19362)",25.7741728,-80.19362,1979,M11,November,0.054,11,197911
Boston,MA,NE,1978,2023,APUS11A72610,"Boston-Cambridge-Newton, MA-NH","Boston, MA","(42.3554334, -71.060511)",42.3554334,-71.060511,1979,M11,November,0.063,11,197911
Denver,CO,WE,1978,2023,APUS48B72610,"Denver-Aurora-Lakewood, CO","Denver, CO","(39.7392364, -104.984862)",39.7392364,-104.984862,1979,M11,November,0.044,11,197911
Portland,OR,WE,1978,1986,APUA42572610,"Portland-Salem, OR-WA","Portland, OR","(45.5202471, -122.674194)",45.5202471,-122.674194,1979,M11,November,0.032,11,197911
Atlanta,GA,SE,1978,2023,APUS35C72610,"Atlanta-Sandy Springs-Roswell, GA","Atlanta, GA","(33.7489924, -84.3902644)",33.7489924,-84.3902644,1979,M11,November,0.042,11,197911
Kansas City,MO,MW,1978,1986,APUA21472610,"Kansas City, MO-KS","Kansas City, MO","(39.100105, -94.5781416)",39.100105,-94.5781416,1979,M11,November,0.05,11,197911
San Francisco,CA,WE,1978,2023,APUS49B72610,"San Francisco-Oakland-Hayward, CA","San Francisco, CA","(37.7790262, -122.419906)",37.7790262,-122.419906,1979,M11,November,0.042,11,197911
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1979,M11,November,0.038,11,197911
Long Beach,CA,WE,1978,2023,APUS49A72610,"Los Angeles-Long Beach-Anaheim, CA","Long Beach, CA","(33.7690164, -118.191604)",33.7690164,-118.191604,1979,M11,November,0.058,11,197911
Houston,TX,SW,1978,2023,APUS37B72610,"Houston-The Woodlands-Sugar Land, TX","Houston, TX","(29.7589382, -95.3676974)",29.7589382,-95.3676974,1979,M12,December,0.041,12,197912
Dallas,TX,SW,1978,2023,APUS37A72610,"Dallas-Fort Worth-Arlington, TX","Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559,1979,M12,December,0.041,12,197912
Kansas City,MO,MW,1978,1986,APUA21472610,"Kansas City, MO-KS","Kansas City, MO","(39.100105, -94.5781416)",39.100105,-94.5781416,1979,M12,December,0.05,12,197912
